ad_id,campaign_id,fb_campaign_id,age,gender,Shares,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,Date,State,Sale Amount,Ad Manager,Ad_group,Campaign 
21995,1178,144656,30-34,F,24,24959,3,4.560000062,1,1,10/11/2016,Washington,9.99,Jess,Ad Group A,Campaign 3
21996,1178,144656,30-34,F,24,136967,23,35.05999982,3,1,10/12/2016,New York,9.99,Tina,Ad Group B,Campaign 2
21998,1178,144656,30-34,F,24,107548,19,29.31000018,1,0,10/13/2016,California,9.99,Tina,Ad Group D,Campaign 1
22003,1178,144657,30-34,F,25,588617,119,169.9199973,2,0,10/14/2016,Oregon,9.99,Jess,Ad Group D,Campaign 1
22006,1178,144658,30-34,F,26,190560,26,41.63,3,1,10/15/2016,California,9.99,Tom,Ad Group B,Campaign 2
22007,1178,144658,30-34,F,26,373110,49,75.70000076,4,2,10/16/2016,Oregon,9.99,Jess,Ad Group D,Campaign 1
22012,1178,144659,30-34,F,27,935646,170,256.4699982,19,6,10/17/2016,Texas,9.99,Tom,Ad Group D,Campaign 1
22014,1178,144659,30-34,F,27,2223278,421,612.3000032,38,13,10/18/2016,Washington,9.99,Jess,Ad Group A,Campaign 3
22015,1178,144659,30-34,F,27,240497,36,51.84000087,1,0,10/19/2016,New York,9.99,Tina,Ad Group E,Campaign 1
22016,1178,144659,30-34,F,27,259984,37,54.7900002,5,0,10/20/2016,California,9.99,Tina,Ad Group A,Campaign 3
22017,1178,144660,30-34,F,28,606786,127,179.050001,11,3,10/21/2016,Oregon,9.99,Jess,Ad Group B,Campaign 2
22018,1178,144660,30-34,F,28,83270,13,17.74000001,1,0,10/22/2016,Main,9.99,Tom,Ad Group D,Campaign 1
22019,1178,144660,30-34,F,28,1189509,268,375.7199963,7,3,10/23/2016,New York,9.99,Jess,Ad Group D,Campaign 1
22020,1178,144660,30-34,F,28,11471,1,1.570000052,0,0,10/24/2016,South Carolina,9.99,Tom,Ad Group B,Campaign 2
22024,1178,144661,30-34,F,29,1705246,295,429.4799981,23,10,10/25/2016,California,9.99,Jess,Ad Group D,Campaign 1
22026,1178,144661,30-34,F,29,418016,63,95.8500005,3,1,10/26/2016,California,9.99,Tina,Ad Group D,Campaign 1
22027,1178,144661,30-34,F,29,30155,3,3.819999933,1,0,10/27/2016,Texas,9.99,Tina,Ad Group A,Campaign 3
22028,1178,144661,30-34,F,29,990404,153,226.5399992,12,6,10/28/2016,Florida,9.99,Jess,Ad Group E,Campaign 1
22029,1178,144662,30-34,F,30,187468,34,50.72000062,2,1,10/29/2016,Washington,9.99,Tom,Ad Group A,Campaign 3
22032,1178,144662,30-34,F,30,208301,33,54.57000089,1,0,10/30/2016,New York,9.99,Jess,Ad Group B,Campaign 2
22033,1178,144662,30-34,F,30,101856,16,25.22000039,4,1,10/31/2016,California,9.99,Tom,Ad Group D,Campaign 1
22035,1178,144663,30-34,F,31,48935,7,9.970000267,1,1,11/1/2016,Oregon,9.99,Jess,Ad Group D,Campaign 1
22039,1178,144663,30-34,F,31,13911,1,1.730000019,1,1,11/2/2016,California,9.99,Tina,Ad Group B,Campaign 2
22041,1178,144664,30-34,F,32,511726,77,123.0900019,8,4,11/3/2016,Oregon,9.99,Tina,Ad Group D,Campaign 1
22043,1178,144664,30-34,F,32,177452,24,37.83000016,2,0,11/4/2016,Texas,9.99,Jess,Ad Group D,Campaign 1
22044,1178,144664,30-34,F,32,149808,20,33.03999937,1,1,11/5/2016,Washington,9.99,Tom,Ad Group A,Campaign 3
22045,1178,144664,30-34,F,32,390339,60,105.0199997,9,6,11/6/2016,New York,9.99,Jess,Ad Group E,Campaign 1
22047,1178,144665,30-34,F,36,39339,4,5.929999948,1,0,11/7/2016,California,9.99,Tom,Ad Group A,Campaign 3
22055,1178,144666,30-34,F,63,24893,2,3.75,1,0,11/8/2016,Oregon,9.99,Jess,Ad Group B,Campaign 2
22056,1178,144666,30-34,F,63,1296189,212,343.2599944,14,4,11/9/2016,Main,9.99,Tina,Ad Group D,Campaign 1
22057,1178,144666,30-34,F,63,404407,12,19.1899997,2,1,11/10/2016,New York,9.99,Tina,Ad Group D,Campaign 1
22059,1178,144667,30-34,F,64,238036,38,61.02999771,6,3,11/11/2016,South Carolina,9.99,Jess,Ad Group B,Campaign 2
22060,1178,144667,30-34,F,64,254344,35,56.16999996,2,1,11/12/2016,California,9.99,Tom,Ad Group D,Campaign 1
22061,1178,144667,30-34,F,64,157705,23,39.23000026,2,0,11/13/2016,California,9.99,Jess,Ad Group D,Campaign 1
22062,1178,144667,30-34,F,64,411571,60,99.1799984,6,1,11/14/2016,Texas,9.99,Tom,Ad Group A,Campaign 3
22063,1178,144667,30-34,F,64,94136,11,16.17999971,1,0,11/15/2016,Florida,9.99,Jess,Ad Group E,Campaign 1
22067,1178,144668,30-34,F,65,82640,16,23.97000039,1,1,11/16/2016,Washington,9.99,Tina,Ad Group A,Campaign 3
22069,1178,144668,30-34,F,65,17870,2,2.620000005,1,1,11/17/2016,New York,9.99,Tina,Ad Group B,Campaign 2
22071,1178,144669,30-34,F,2,19178,2,2.779999971,1,1,11/18/2016,California,9.99,Jess,Ad Group D,Campaign 1
22074,1178,144669,30-34,F,2,145548,28,42.37000036,2,1,11/19/2016,Oregon,9.99,Tom,Ad Group D,Campaign 1
22076,1178,144669,30-34,F,2,82455,15,22.04999971,1,0,11/20/2016,California,9.99,Jess,Ad Group B,Campaign 2
22077,1178,144670,30-34,F,7,44189,7,10.31999981,2,0,11/21/2016,Oregon,9.99,Tom,Ad Group D,Campaign 1
22078,1178,144670,30-34,F,7,45199,7,9.809999943,1,0,11/22/2016,Texas,9.99,Jess,Ad Group D,Campaign 1
22081,1178,144670,30-34,F,7,221843,43,63.45000076,5,0,11/23/2016,Washington,9.99,Tina,Ad Group A,Campaign 3
22088,1178,144671,30-34,F,66,41672,6,10.54999995,2,1,11/24/2016,New York,9.99,Tina,Ad Group E,Campaign 1
22089,1178,144672,35-39,F,10,127546,25,38.94000041,2,0,11/25/2016,California,9.99,Jess,Ad Group A,Campaign 3
22090,1178,144672,35-39,F,10,127865,28,38.02999961,3,1,11/26/2016,Oregon,9.99,Tom,Ad Group B,Campaign 2
22091,1178,144672,35-39,F,10,1025327,229,314.2999983,16,2,11/27/2016,Main,9.99,Jess,Ad Group D,Campaign 1
22094,1178,144672,35-39,F,10,561415,124,173.76,3,0,11/28/2016,New York,9.99,Tom,Ad Group D,Campaign 1
22095,1178,144673,35-39,F,15,132803,25,37.32000124,2,1,11/29/2016,South Carolina,9.99,Jess,Ad Group B,Campaign 2
22097,1178,144673,35-39,F,15,24664,2,2.629999995,1,1,11/30/2016,California,9.99,Tina,Ad Group D,Campaign 1
22101,1178,144674,35-39,F,16,1020561,172,263.8100007,7,3,12/1/2016,California,9.99,Tina,Ad Group D,Campaign 1
22102,1178,144674,35-39,F,16,682143,114,177.1099993,6,2,12/2/2016,Texas,9.99,Jess,Ad Group A,Campaign 3
22103,1178,144674,35-39,F,16,1247717,222,343.4199994,11,4,12/3/2016,Florida,9.99,Tom,Ad Group E,Campaign 1
22104,1178,144674,35-39,F,16,146406,23,33.22999942,1,1,12/4/2016,Washington,9.99,Jess,Ad Group A,Campaign 3
22105,1178,144674,35-39,F,16,905699,161,234.6599982,4,1,12/5/2016,New York,9.99,Tom,Ad Group B,Campaign 2
22106,1178,144674,35-39,F,16,1184580,194,297.8299981,14,3,12/6/2016,California,9.99,Jess,Ad Group D,Campaign 1
22107,1178,144675,35-39,F,18,98057,20,31.00999963,1,1,12/7/2016,Oregon,9.99,Tina,Ad Group D,Campaign 1
22117,1178,144676,35-39,F,19,238735,56,84.65999889,4,1,12/8/2016,California,9.99,Tina,Ad Group B,Campaign 2
22118,1178,144676,35-39,F,19,320657,77,115.8800026,2,0,12/9/2016,Oregon,9.99,Jess,Ad Group D,Campaign 1
22125,1178,144678,35-39,F,21,244074,57,84.51000023,4,2,12/10/2016,Texas,9.99,Tom,Ad Group D,Campaign 1
22128,1178,144678,35-39,F,21,39146,8,13.05999959,1,0,12/11/2016,Washington,9.99,Jess,Ad Group A,Campaign 3
22131,1178,144679,35-39,F,22,78468,15,23.64999962,1,0,12/12/2016,New York,9.99,Tom,Ad Group E,Campaign 1
22133,1178,144679,35-39,F,22,325653,63,89.35000026,2,0,12/13/2016,California,9.99,Jess,Ad Group A,Campaign 3
22135,1178,144679,35-39,F,22,66277,12,17.30000019,1,0,12/14/2016,Oregon,9.99,Tina,Ad Group B,Campaign 2
21512,1178,144679,35-39,F,22,93002,16,23.33999968,1,0,12/15/2016,Main,9.99,Tina,Ad Group D,Campaign 1
22144,1178,144681,35-39,F,24,109723,27,40.9600004,1,0,12/16/2016,New York,9.99,Jess,Ad Group D,Campaign 1
22148,1178,144681,35-39,F,24,118941,35,50.11000001,4,1,12/17/2016,South Carolina,9.99,Tom,Ad Group B,Campaign 2
22149,1178,144682,35-39,F,25,221576,47,66.79000068,6,1,12/18/2016,California,9.99,Jess,Ad Group D,Campaign 1
22153,1178,144682,35-39,F,25,8341,1,1.639999986,1,0,12/19/2016,California,9.99,Tom,Ad Group D,Campaign 1
22154,1178,144682,35-39,F,25,120335,26,36.2299993,2,0,12/20/2016,Texas,9.99,Jess,Ad Group A,Campaign 3
22155,1178,144683,35-39,F,26,182098,40,62.86999989,1,1,12/21/2016,Florida,9.99,Tina,Ad Group E,Campaign 1
22156,1178,144683,35-39,F,26,227473,52,71.58000052,1,1,12/22/2016,Washington,9.99,Tina,Ad Group A,Campaign 3
22162,1178,144684,35-39,F,27,1050947,230,350.5099957,6,1,12/23/2016,New York,9.99,Jess,Ad Group B,Campaign 2
22163,1178,144684,35-39,F,27,720859,162,213.6899986,13,5,12/24/2016,California,9.99,Tom,Ad Group D,Campaign 1
22171,1178,144685,35-39,F,28,41111,8,10.96000016,1,0,12/25/2016,Oregon,9.99,Jess,Ad Group D,Campaign 1
22173,1178,144686,35-39,F,29,148616,25,37.39999962,6,4,12/26/2016,California,9.99,Tom,Ad Group B,Campaign 2
22176,1178,144686,35-39,F,29,707260,135,210.8200028,13,6,12/27/2016,Oregon,9.99,Jess,Ad Group D,Campaign 1
22177,1178,144686,35-39,F,29,139596,26,42.41000032,1,1,12/28/2016,Texas,9.99,Tina,Ad Group D,Campaign 1
22183,1178,144687,35-39,F,30,105399,22,33.19999933,2,0,12/29/2016,Washington,9.99,Tina,Ad Group A,Campaign 3
22194,1178,144689,35-39,F,32,222378,50,72.91000104,1,0,12/30/2016,New York,9.99,Jess,Ad Group E,Campaign 1
22203,1178,144691,35-39,F,63,975792,210,293.8800011,10,4,12/31/2016,California,9.99,Tom,Ad Group A,Campaign 3
22204,1178,144691,35-39,F,63,579150,125,167.0499997,5,1,1/1/2017,Oregon,9.99,Jess,Ad Group B,Campaign 2
22205,1178,144691,35-39,F,63,449588,81,123.800001,5,2,1/2/2017,Main,9.99,Tom,Ad Group D,Campaign 1
22206,1178,144691,35-39,F,63,318157,56,85.70000196,3,0,1/3/2017,New York,9.99,Jess,Ad Group D,Campaign 1
22207,1178,144691,35-39,F,63,196967,43,65.17999971,2,1,1/4/2017,South Carolina,9.99,Tina,Ad Group B,Campaign 2
22211,1178,144692,35-39,F,64,158298,37,46.43000007,4,1,1/5/2017,California,9.99,Tina,Ad Group D,Campaign 1
22212,1178,144692,35-39,F,64,222739,55,68.55999959,5,2,1/6/2017,California,9.99,Jess,Ad Group D,Campaign 1
22222,1178,144694,35-39,F,2,20780,5,8.189999938,1,0,1/7/2017,Texas,9.99,Tom,Ad Group A,Campaign 3
22227,1178,144695,35-39,F,7,128616,33,48.54999948,2,0,1/8/2017,Florida,9.99,Jess,Ad Group E,Campaign 1
22239,1178,144697,40-44,F,10,258954,61,82.27999902,1,0,1/9/2017,Washington,9.99,Tom,Ad Group A,Campaign 3
22240,1178,144697,40-44,F,10,205289,48,71.53000104,3,0,1/10/2017,New York,9.99,Jess,Ad Group B,Campaign 2
22241,1178,144697,40-44,F,10,611601,138,191.419996,8,3,1/11/2017,California,9.99,Tina,Ad Group D,Campaign 1
22243,1178,144697,40-44,F,10,947657,233,321.8700004,8,4,1/12/2017,Oregon,9.99,Tina,Ad Group D,Campaign 1
22244,1178,144697,40-44,F,10,233043,49,65.03000033,2,0,1/13/2017,California,9.99,Jess,Ad Group B,Campaign 2
22247,1178,144698,40-44,F,15,582725,142,194.8099988,9,2,1/14/2017,Oregon,9.99,Tom,Ad Group D,Campaign 1
22252,1178,144699,40-44,F,16,265038,51,78.45999932,2,1,1/15/2017,Texas,9.99,Jess,Ad Group D,Campaign 1
22254,1178,144699,40-44,F,16,222273,39,53.62999868,6,1,1/16/2017,Washington,9.99,Tom,Ad Group A,Campaign 3
22255,1178,144699,40-44,F,16,797234,170,243.7699978,4,1,1/17/2017,New York,9.99,Jess,Ad Group E,Campaign 1
22256,1178,144699,40-44,F,16,925555,182,262.8899981,4,2,1/18/2017,California,9.99,Tina,Ad Group A,Campaign 3
22258,1178,144700,40-44,F,18,22210,3,4.050000191,1,1,1/19/2017,Oregon,9.99,Tina,Ad Group B,Campaign 2
22275,1178,144703,40-44,F,21,46391,11,16.40999985,3,1,1/20/2017,Main,9.99,Jess,Ad Group D,Campaign 1
22278,1178,144703,40-44,F,21,190477,42,66.38999987,1,0,1/21/2017,New York,9.99,Tom,Ad Group D,Campaign 1
22279,1178,144703,40-44,F,21,25382,7,9.609999895,1,0,1/22/2017,South Carolina,9.99,Jess,Ad Group B,Campaign 2
22285,1178,144704,40-44,F,22,65726,17,22.12000012,2,0,1/23/2017,California,9.99,Tom,Ad Group D,Campaign 1
22289,1178,144705,40-44,F,23,195220,51,78.06000042,1,0,1/24/2017,California,9.99,Jess,Ad Group D,Campaign 1
22292,1178,144705,40-44,F,23,107501,27,40.87999928,2,2,1/25/2017,Texas,9.99,Tina,Ad Group A,Campaign 3
22301,1178,144707,40-44,F,25,197772,63,88.21000016,7,2,1/26/2017,Florida,9.99,Tina,Ad Group E,Campaign 1
22302,1178,144707,40-44,F,25,138154,35,48.93999863,1,0,1/27/2017,Washington,9.99,Jess,Ad Group A,Campaign 3
22303,1178,144707,40-44,F,25,270124,69,95.84999895,2,0,1/28/2017,New York,9.99,Tom,Ad Group B,Campaign 2
22305,1178,144708,40-44,F,26,303971,77,106.9299998,11,6,1/29/2017,California,9.99,Jess,Ad Group D,Campaign 1
22307,1178,144708,40-44,F,26,682046,183,254.419997,4,2,1/30/2017,Oregon,9.99,Tom,Ad Group D,Campaign 1
22309,1178,144708,40-44,F,26,328365,83,117.3400005,2,1,1/31/2017,California,9.99,Jess,Ad Group B,Campaign 2
22312,1178,144709,40-44,F,27,1083259,276,390.2599992,11,0,2/1/2017,Oregon,9.99,Tina,Ad Group D,Campaign 1
22313,1178,144709,40-44,F,27,913929,245,340.4099993,7,2,2/2/2017,Texas,9.99,Tina,Ad Group D,Campaign 1
22318,1178,144710,40-44,F,28,101586,24,33.47000039,2,1,2/3/2017,Washington,9.99,Jess,Ad Group A,Campaign 3
22320,1178,144710,40-44,F,28,181053,46,66.27999985,3,1,2/4/2017,New York,9.99,Tom,Ad Group E,Campaign 1
22321,1178,144710,40-44,F,28,133419,35,48.18000007,2,1,2/5/2017,California,9.99,Jess,Ad Group A,Campaign 3
22325,1178,144711,40-44,F,29,489573,113,156.1199993,3,2,2/6/2017,Oregon,9.99,Tom,Ad Group B,Campaign 2
22327,1178,144711,40-44,F,29,822023,194,288.3300035,6,0,2/7/2017,Main,9.99,Jess,Ad Group D,Campaign 1
22331,1178,144712,40-44,F,30,93176,29,40.37000024,1,1,2/8/2017,New York,9.99,Tina,Ad Group D,Campaign 1
22338,1178,144713,40-44,F,31,47229,13,19.27999985,1,0,2/9/2017,South Carolina,9.99,Tina,Ad Group B,Campaign 2
22339,1178,144713,40-44,F,31,92263,24,34.03000015,1,0,2/10/2017,California,9.99,Jess,Ad Group D,Campaign 1
22340,1178,144713,40-44,F,31,81551,21,29.67000008,1,0,2/11/2017,California,9.99,Tom,Ad Group D,Campaign 1
22345,1178,144714,40-44,F,32,141037,32,47.78999913,3,0,2/12/2017,Texas,9.99,Jess,Ad Group A,Campaign 3
22346,1178,144714,40-44,F,32,319501,79,111.6500003,0,0,2/13/2017,Florida,9.99,Tom,Ad Group E,Campaign 1
22349,1178,144715,40-44,F,36,72741,19,24.33000016,2,0,2/14/2017,Washington,9.99,Jess,Ad Group A,Campaign 3
22354,1178,144716,40-44,F,63,597419,135,188.5100002,2,1,2/15/2017,New York,9.99,Tina,Ad Group B,Campaign 2
22357,1178,144716,40-44,F,63,98768,21,33.14000034,1,1,2/16/2017,California,9.99,Tina,Ad Group D,Campaign 1
22360,1178,144717,40-44,F,64,173165,41,59.85000026,1,0,2/17/2017,Oregon,9.99,Jess,Ad Group D,Campaign 1
22365,1178,144718,40-44,F,65,55823,13,21.10999966,1,1,2/18/2017,California,9.99,Tom,Ad Group B,Campaign 2
22366,1178,144718,40-44,F,65,118451,28,38.35000062,4,1,2/19/2017,Oregon,9.99,Jess,Ad Group D,Campaign 1
22376,1178,144719,40-44,F,2,74424,22,30.84000027,1,1,2/20/2017,Texas,9.99,Tom,Ad Group D,Campaign 1
22377,1178,144720,40-44,F,7,47929,12,14.58999991,1,1,2/21/2017,Washington,9.99,Jess,Ad Group A,Campaign 3
22382,1178,144720,40-44,F,7,40801,12,15.91999972,0,0,2/22/2017,New York,9.99,Tina,Ad Group E,Campaign 1
22383,1178,144721,40-44,F,66,66017,17,24.22000015,1,0,2/23/2017,California,9.99,Tina,Ad Group A,Campaign 3
22389,1178,144722,45-49,F,10,725043,179,238.4000007,5,3,2/24/2017,Oregon,9.99,Jess,Ad Group B,Campaign 2
22391,1178,144722,45-49,F,10,382776,97,132.7300007,5,1,2/25/2017,Main,9.99,Tom,Ad Group D,Campaign 1
22392,1178,144722,45-49,F,10,548250,137,201.6000042,5,1,2/26/2017,New York,9.99,Jess,Ad Group D,Campaign 1
22393,1178,144722,45-49,F,10,1358324,346,465.0799981,8,2,2/27/2017,South Carolina,9.99,Tom,Ad Group B,Campaign 2
22397,1178,144723,45-49,F,15,662249,163,234.9399992,2,0,2/28/2017,California,9.99,Jess,Ad Group D,Campaign 1
22400,1178,144723,45-49,F,15,559554,139,195.0799994,2,0,3/1/2017,California,9.99,Tina,Ad Group D,Campaign 1
22401,1178,144724,45-49,F,16,320757,68,104.6899989,2,0,3/2/2017,Texas,9.99,Tina,Ad Group A,Campaign 3
22402,1178,144724,45-49,F,16,906151,202,295.5499957,1,0,3/3/2017,Florida,9.99,Jess,Ad Group E,Campaign 1
22403,1178,144724,45-49,F,16,699314,164,226.0300014,3,0,3/4/2017,Washington,9.99,Tom,Ad Group A,Campaign 3
22404,1178,144724,45-49,F,16,850337,198,287.690003,3,1,3/5/2017,New York,9.99,Jess,Ad Group B,Campaign 2
22405,1178,144724,45-49,F,16,1015460,247,315.9000051,9,2,3/6/2017,California,9.99,Tom,Ad Group D,Campaign 1
22409,1178,144725,45-49,F,18,890295,227,332.9899989,1,0,3/7/2017,Oregon,9.99,Jess,Ad Group D,Campaign 1
22410,1178,144725,45-49,F,18,791817,194,282.490001,4,2,3/8/2017,California,9.99,Tina,Ad Group B,Campaign 2
22411,1178,144725,45-49,F,18,317601,76,115.6600008,1,0,3/9/2017,Oregon,9.99,Tina,Ad Group D,Campaign 1
22412,1178,144725,45-49,F,18,685211,164,247.3200026,4,3,3/10/2017,Texas,9.99,Jess,Ad Group D,Campaign 1
22413,1178,144726,45-49,F,19,32781,7,11.20000017,2,2,3/11/2017,Washington,9.99,Tom,Ad Group A,Campaign 3
22416,1178,144726,45-49,F,19,76785,19,25.45999998,3,0,3/12/2017,New York,9.99,Jess,Ad Group E,Campaign 1
22417,1178,144726,45-49,F,19,719083,206,299.5299983,12,5,3/13/2017,California,9.99,Tom,Ad Group A,Campaign 3
22423,1178,144727,45-49,F,20,368480,107,140.4200011,5,4,3/14/2017,Oregon,9.99,Jess,Ad Group B,Campaign 2
22424,1178,144727,45-49,F,20,260945,73,100.8800011,2,2,3/15/2017,Main,9.99,Tina,Ad Group D,Campaign 1
22425,1178,144728,45-49,F,21,40998,10,13.35000038,1,0,3/16/2017,New York,9.99,Tina,Ad Group D,Campaign 1
22427,1178,144728,45-49,F,21,183293,53,73.74999964,2,1,3/17/2017,South Carolina,9.99,Jess,Ad Group B,Campaign 2
22432,1178,144729,45-49,F,22,221561,55,76.75999404,1,0,3/18/2017,California,9.99,Tom,Ad Group D,Campaign 1
22433,1178,144729,45-49,F,22,436943,109,145.8199974,1,1,3/19/2017,California,9.99,Jess,Ad Group D,Campaign 1
22440,1178,144730,45-49,F,23,284488,90,125.2700011,1,1,3/20/2017,Texas,9.99,Tom,Ad Group A,Campaign 3
22444,1178,144731,45-49,F,24,85083,32,38.62999976,1,1,3/21/2017,Florida,9.99,Jess,Ad Group E,Campaign 1
22446,1178,144731,45-49,F,24,14167,5,7.139999986,1,0,3/22/2017,Washington,9.99,Tina,Ad Group A,Campaign 3
22449,1178,144732,45-49,F,25,300637,84,116.9899981,2,0,3/23/2017,New York,9.99,Tina,Ad Group B,Campaign 2
22453,1178,144732,45-49,F,25,449921,129,175.9700005,5,1,3/24/2017,California,9.99,Jess,Ad Group D,Campaign 1
22454,1178,144732,45-49,F,25,282899,71,105.6600007,1,0,3/25/2017,Oregon,9.99,Tom,Ad Group D,Campaign 1
22457,1178,144733,45-49,F,26,669671,186,259.1799988,4,1,3/26/2017,California,9.99,Jess,Ad Group B,Campaign 2
22458,1178,144733,45-49,F,26,108655,28,46.92000186,1,0,3/27/2017,Oregon,9.99,Tom,Ad Group D,Campaign 1
22460,1178,144733,45-49,F,26,536248,146,187.7399978,3,0,3/28/2017,Texas,9.99,Jess,Ad Group D,Campaign 1
22462,1178,144734,45-49,F,27,1055017,265,380.6599952,16,2,3/29/2017,Washington,9.99,Tina,Ad Group A,Campaign 3
22465,1178,144734,45-49,F,27,1428421,367,541.7000023,10,0,3/30/2017,New York,9.99,Tina,Ad Group E,Campaign 1
22466,1178,144734,45-49,F,27,1088027,272,409.5600026,9,4,3/31/2017,California,9.99,Jess,Ad Group A,Campaign 3
22467,1178,144735,45-49,F,28,288517,78,102.3900002,3,0,4/1/2017,Oregon,9.99,Tom,Ad Group B,Campaign 2
22468,1178,144735,45-49,F,28,202231,53,67.13000107,3,1,4/2/2017,Main,9.99,Jess,Ad Group D,Campaign 1
22470,1178,144735,45-49,F,28,73222,16,22.86000025,1,0,4/3/2017,New York,9.99,Tom,Ad Group D,Campaign 1
22471,1178,144735,45-49,F,28,348542,96,134.889999,2,0,4/4/2017,South Carolina,9.99,Jess,Ad Group B,Campaign 2
22473,1178,144736,45-49,F,29,1097966,266,369.069997,16,8,4/5/2017,California,9.99,Tina,Ad Group D,Campaign 1
22474,1178,144736,45-49,F,29,526923,138,198.0899972,2,1,4/6/2017,California,9.99,Tina,Ad Group D,Campaign 1
22476,1178,144736,45-49,F,29,264386,66,91.00000054,4,1,4/7/2017,Texas,9.99,Jess,Ad Group A,Campaign 3
22477,1178,144736,45-49,F,29,854940,227,297.9100007,8,3,4/8/2017,Florida,9.99,Tom,Ad Group E,Campaign 1
22479,1178,144737,45-49,F,30,113567,34,50.29000044,3,0,4/9/2017,Washington,9.99,Jess,Ad Group A,Campaign 3
22482,1178,144737,45-49,F,30,22859,6,9.419999838,1,0,4/10/2017,New York,9.99,Tom,Ad Group B,Campaign 2
22488,1178,144738,45-49,F,31,51754,13,20.51999998,1,0,4/11/2017,California,9.99,Jess,Ad Group D,Campaign 1
22490,1178,144738,45-49,F,31,104347,28,38.13999993,4,3,4/12/2017,Oregon,9.99,Tina,Ad Group D,Campaign 1
22503,1178,144741,45-49,F,63,391998,97,142.0500025,3,1,4/13/2017,California,9.99,Tina,Ad Group B,Campaign 2
22504,1178,144741,45-49,F,63,1111156,282,402.3000026,5,0,4/14/2017,Oregon,9.99,Jess,Ad Group D,Campaign 1
22508,1178,144741,45-49,F,63,427772,117,159.299999,3,1,4/15/2017,Texas,9.99,Tom,Ad Group D,Campaign 1
22510,1178,144742,45-49,F,64,536457,136,193.6599991,2,1,4/16/2017,Washington,9.99,Jess,Ad Group A,Campaign 3
22511,1178,144742,45-49,F,64,179894,43,66.83999872,2,0,4/17/2017,New York,9.99,Tom,Ad Group E,Campaign 1
22512,1178,144742,45-49,F,64,479882,131,178.6700007,6,0,4/18/2017,California,9.99,Jess,Ad Group A,Campaign 3
22513,1178,144742,45-49,F,64,358261,91,130.3600011,1,0,4/19/2017,Oregon,9.99,Tina,Ad Group B,Campaign 2
22516,1178,144743,45-49,F,65,346688,88,114.8599998,2,0,4/20/2017,Main,9.99,Tina,Ad Group D,Campaign 1
14496,1178,179863,30-34,M,100,33445,2,3.199999928,1,0,4/21/2017,New York,9.99,Jess,Ad Group D,Campaign 1
14497,1178,179864,30-34,M,101,72228,5,7.529999852,4,4,4/22/2017,South Carolina,9.99,Tom,Ad Group B,Campaign 2
14498,1178,179865,30-34,M,102,49699,2,2.690000057,2,1,4/23/2017,California,9.99,Jess,Ad Group D,Campaign 1
14499,1178,179866,30-34,M,103,189761,18,27.32999969,4,1,4/24/2017,California,9.99,Tom,Ad Group D,Campaign 1
14501,1178,179868,30-34,M,105,312524,37,53.78999972,2,0,4/25/2017,Texas,9.99,Jess,Ad Group A,Campaign 3
14503,1178,179870,30-34,M,107,496760,42,61.00999904,10,3,4/26/2017,Florida,9.99,Tina,Ad Group E,Campaign 1
14506,1178,179873,30-34,M,110,310988,34,46.66999312,11,3,4/27/2017,Washington,9.99,Tina,Ad Group A,Campaign 3
14507,1178,179874,30-34,M,111,98606,9,12.10999984,1,0,4/28/2017,New York,9.99,Jess,Ad Group B,Campaign 2
14508,1178,179875,30-34,M,112,51104,2,3.199999928,3,1,4/29/2017,California,9.99,Tom,Ad Group D,Campaign 1
14509,1178,179876,30-34,M,113,276762,22,32.09000015,5,1,4/30/2017,Oregon,9.99,Jess,Ad Group D,Campaign 1
14512,1178,179879,35-39,M,101,33534,2,2.960000038,1,1,5/1/2017,California,9.99,Tom,Ad Group B,Campaign 2
14513,1178,179880,35-39,M,102,128859,16,23.69999957,1,0,5/2/2017,Oregon,9.99,Jess,Ad Group D,Campaign 1
14514,1178,179881,35-39,M,103,92080,12,16.94000018,3,2,5/3/2017,Texas,9.99,Tina,Ad Group D,Campaign 1
14516,1178,179883,35-39,M,105,211882,33,46.64999926,3,1,5/4/2017,Washington,9.99,Tina,Ad Group A,Campaign 3
14518,1178,179885,35-39,M,107,112776,9,12.67999995,1,0,5/5/2017,New York,9.99,Jess,Ad Group E,Campaign 1
14519,1178,179886,35-39,M,108,145324,14,19.82000005,2,1,5/6/2017,California,9.99,Tom,Ad Group A,Campaign 3
14520,1178,179887,35-39,M,109,106492,14,21.26000023,2,0,5/7/2017,Oregon,9.99,Jess,Ad Group B,Campaign 2
14521,1178,179888,35-39,M,110,233845,30,40.73000062,3,0,5/8/2017,Main,9.99,Tom,Ad Group D,Campaign 1
14523,1178,179890,35-39,M,112,155426,17,25.01000023,3,0,5/9/2017,New York,9.99,Jess,Ad Group D,Campaign 1
14524,1178,179891,35-39,M,113,97540,8,11.5199995,2,1,5/10/2017,South Carolina,9.99,Tina,Ad Group B,Campaign 2
14525,1178,179892,35-39,M,114,61441,5,7.700000048,1,0,5/11/2017,California,9.99,Tina,Ad Group D,Campaign 1
14526,1178,179893,40-44,M,100,76703,9,12.14999962,3,1,5/12/2017,California,9.99,Jess,Ad Group D,Campaign 1
14527,1178,179894,40-44,M,101,68619,10,14.96000034,1,0,5/13/2017,Texas,9.99,Tom,Ad Group A,Campaign 3
